City Name,Year,Median Household Income,Population Above Poverty,Population Below Poverty,Population With A Ratio Of Income To Poverty Level Below 0.5,Population With A Ratio Of Income To Poverty Level Between 0.5 And 0.99
Orlando city,2016,44007,266930.0,68633.0,28841.0,39792.0
Orlando city,2017,45436,279147.0,67488.0,29725.0,37763.0
Orlando city,2018,48511,287636.0,65085.0,27575.0,37510.0
Orlando city,2019,51757,296218.0,61733.0,26508.0,35225.0
Orlando city,2020,55183,295784.0,56570.0,25323.0,31247.0
Orlando city,2021,58968,143685.0,26762.0,11762.0,15000.0
Philadelphia city,2014,37460,1102640.0,401219.0,187747.0,213472.0
Philadelphia city,2015,38253,1113042.0,399352.0,184914.0,214438.0
Philadelphia city,2016,39770,1124713.0,392356.0,183208.0,209148.0
Philadelphia city,2017,40649,1132658.0,393924.0,190718.0,203206.0
Philadelphia city,2018,43744,1151284.0,380873.0,178820.0,202053.0
Philadelphia city,2019,45927,1161550.0,373727.0,175697.0,198030.0
Philadelphia city,2020,49127,1183270.0,354832.0,166036.0,188796.0
Philadelphia city,2021,52649,962296.0,260538.0,125663.0,134875.0
Phoenix city,2014,46881,1155377.0,343114.0,163473.0,179342.0
Phoenix city,2015,47326,1173698.0,347731.0,164588.0,182849.0
Phoenix city,2016,49328,1218777.0,345220.0,162045.0,183175.0
Phoenix city,2017,52080,1256900.0,327727.0,149942.0,177785.0
Phoenix city,2018,54765,1309339.0,311434.0,139213.0,172221.0
Phoenix city,2019,57459,1353283.0,292713.0,129193.0,163520.0
Phoenix city,2020,60914,1398534.0,268136.0,116011.0,152125.0
Phoenix city,2021,64927,1074205.0,188149.0,81044.0,107105.0
Pittsburgh city,2014,40009,218254.0,64440.0,32514.0,31926.0
Pittsburgh city,2015,40715,218003.0,64921.0,33428.0,31493.0
Pittsburgh city,2016,42450,219348.0,62799.0,31740.0,31059.0
Pittsburgh city,2017,44092,219897.0,62126.0,31858.0,30268.0
Pittsburgh city,2018,45831,220936.0,60149.0,30458.0,29691.0
Pittsburgh city,2019,48711,222776.0,57425.0,29032.0,28393.0
Pittsburgh city,2020,50536,224767.0,55113.0,28401.0,26712.0
Pittsburgh city,2021,54306,185533.0,40050.0,20433.0,19617.0
Plano city,2014,82944,263922.0,21913.0,8838.0,12524.0
Plano city,2015,83793,268568.0,22112.0,9221.0,12291.0
Plano city,2016,85085,272445.0,21797.0,9769.0,12028.0
Plano city,2017,88578,276032.0,20796.0,9505.0,11291.0
Plano city,2018,92121,279587.0,21192.0,9489.0,11703.0
Plano city,2019,95602,282850.0,21650.0,10920.0,10730.0
Plano city,2020,96348,270067.0,18146.0,9782.0,8364.0
Plano city,2021,99729,160189.0,11372.0,5771.0,5601.0
Portland city,2014,53230,501798.0,111230.0,51503.0,59727.0
Portland city,2015,55003,513166.0,110750.0,51656.0,59094.0
Portland city,2016,58423,526447.0,105974.0,51068.0,54906.0
Portland city,2017,61532,539507.0,103304.0,49080.0,54224.0
Portland city,2018,65740,556003.0,96685.0,45617.0,51068.0
Portland city,2019,71005,569094.0,89225.0,41361.0,47864.0
Portland city,2020,73159,577669.0,85957.0,39845.0,46112.0
Portland city,2021,78476,409601.0,50044.0,23901.0,26143.0
Raleigh city,2014,54581,364137.0,67677.0,31151.0,36454.0
Raleigh city,2015,55398,373839.0,68162.0,30871.0,37092.0
Raleigh city,2016,58641,385688.0,66112.0,29257.0,36855.0
Raleigh city,2017,61505,397179.0,63623.0,27990.0,35633.0
Raleigh city,2018,63891,406499.0,63475.0,27649.0,35826.0
Raleigh city,2019,67266,419939.0,59928.0,27260.0,32668.0
Raleigh city,2020,69720,430182.0,55916.0,26059.0,29857.0
Raleigh city,2021,72996,226184.0,31310.0,13660.0,17650.0
Reno city,2014,46489,207137.0,46787.0,22690.0,24097.0
Reno city,2015,47012,210611.0,45302.0,22332.0,22970.0
Reno city,2016,48815,215416.0,45446.0,21921.0,23525.0
Reno city,2017,52106,223197.0,40978.0,19780.0,21198.0
Reno city,2018,54916,231618.0,37357.0,18194.0,19163.0
Reno city,2019,58790,238162.0,35478.0,15774.0,19704.0
Reno city,2020,61860,238933.0,33424.0,15243.0,18181.0
Reno city,2021,67557,141203.0,17895.0,8492.0,9403.0
Richmond city,2014,41331,149489.0,51295.0,27225.0,24070.0
Richmond city,2015,40758,151322.0,51828.0,28128.0,23700.0
Richmond city,2016,41187,153711.0,52470.0,28475.0,23995.0
Richmond city,2017,42356,157209.0,52942.0,29175.0,23767.0
Richmond city,2018,45117,160849.0,52298.0,28928.0,23370.0
Richmond city,2019,47250,165899.0,50200.0,27459.0,22741.0
Richmond city,2020,51421,173263.0,45775.0,24882.0,20893.0
Richmond city,2021,54795,114310.0,26608.0,12259.0,14349.0
Riverside city,2014,56089,268279.0,64466.0,29408.0,35058.0
Riverside city,2015,57196,273748.0,62127.0,27834.0,34293.0
Riverside city,2016,58979,279770.0,58844.0,26757.0,32087.0
Riverside city,2017,62460,284935.0,55359.0,25125.0,30234.0
Riverside city,2018,65313,290717.0,51887.0,23169.0,28718.0
Riverside city,2019,69045,298825.0,46416.0,21250.0,25166.0
Riverside city,2020,72738,291183.0,43321.0,19133.0,24188.0
Riverside city,2021,76755,208326.0,29944.0,12774.0,17170.0
Sacramento city,2014,50013,377452.0,111358.0,48061.0,63297.0
Sacramento city,2015,50739,383000.0,110694.0,48101.0,62593.0
Sacramento city,2016,52071,389618.0,108341.0,45840.0,62501.0
Sacramento city,2017,54615,402620.0,100539.0,41905.0,58634.0
Sacramento city,2018,58456,414485.0,94319.0,40232.0,54087.0
Sacramento city,2019,62335,427985.0,86710.0,37382.0,49328.0
Sacramento city,2020,65847,433005.0,82432.0,36210.0,46222.0
Sacramento city,2021,71074,265712.0,45920.0,22774.0,23146.0
San Antonio city,2014,46317,1189499.0,284583.0,116473.0,168110.0
San Antonio city,2015,46744,1222364.0,286092.0,118334.0,167758.0
San Antonio city,2016,48183,1247878.0,286635.0,118644.0,167991.0
San Antonio city,2017,49711,1281599.0,278131.0,118287.0,159844.0
San Antonio city,2018,50980,1306154.0,281047.0,117329.0,163718.0
San Antonio city,2019,52455,1340854.0,274761.0,116553.0,158208.0
San Antonio city,2020,53420,1346497.0,275279.0,118954.0,156325.0
San Antonio city,2021,55084,1097702.0,222665.0,99071.0,123594.0
San Bernardino city,2014,38774,176062.0,80381.0,37161.0,43220.0
San Bernardino city,2015,37047,175045.0,81908.0,38525.0,43383.0
San Bernardino city,2016,38456,176899.0,80332.0,38277.0,42055.0
San Bernardino city,2017,41027,181232.0,76279.0,33969.0,42310.0
San Bernardino city,2018,43136,187037.0,71258.0,32077.0,39181.0
San Bernardino city,2019,45834,194069.0,64488.0,29809.0,34679.0
San Bernardino city,2020,49287,196492.0,56970.0,25784.0,31186.0
San Bernardino city,2021,55372,134976.0,31587.0,14283.0,17304.0
San Diego city,2014,65753,1162759.0,210592.0,100040.0,108575.0
San Diego city,2015,66116,1186538.0,208899.0,98281.0,108664.0
San Diego city,2016,68117,1205099.0,205138.0,96285.0,108853.0
San Diego city,2017,71535,1225034.0,201877.0,95458.0,106419.0
San Diego city,2018,75456,1243405.0,193443.0,93615.0,99828.0
San Diego city,2019,79673,1261586.0,181614.0,88858.0,92756.0
San Diego city,2020,83454,1252471.0,166409.0,83354.0,83055.0
San Diego city,2021,89457,898207.0,120760.0,57980.0,62780.0
San Francisco city,2014,78378,707342.0,108328.0,51735.0,56593.0
San Francisco city,2015,81294,717420.0,109524.0,52524.0,57000.0
San Francisco city,2016,87701,732381.0,104180.0,49447.0,54733.0
San Francisco city,2017,96265,751451.0,99096.0,45906.0,53190.0
San Francisco city,2018,104552,763447.0,92979.0,44604.0,48375.0
San Francisco city,2019,112449,772329.0,89030.0,42363.0,46667.0
San Francisco city,2020,119136,773896.0,87125.0,43181.0,43944.0
San Francisco city,2021,126187,481436.0,48352.0,24882.0,23470.0
San Jose city,2014,83787,902680.0,119007.0,54856.0,64151.0
San Jose city,2015,84647,922215.0,115652.0,53391.0,62261.0
San Jose city,2016,90303,935574.0,112039.0,52494.0,59545.0
San Jose city,2017,96662,956357.0,105717.0,50508.0,55209.0
San Jose city,2018,104234,969312.0,96622.0,45744.0,50878.0
San Jose city,2019,109593,974084.0,92416.0,43559.0,48857.0
San Jose city,2020,117324,985705.0,88115.0,41282.0,46833.0
San Jose city,2021,125075,781438.0,62147.0,28878.0,33269.0
Santa Ana city,2014,52519,274996.0,74059.0,24274.0,49379.0
Santa Ana city,2015,52253,275658.0,75916.0,24412.0,50760.0
Santa Ana city,2016,54062,278659.0,73171.0,24517.0,48654.0
Santa Ana city,2017,57151,285712.0,68265.0,22866.0,45399.0
Santa Ana city,2018,61774,291156.0,63808.0,22882.0,40926.0
Santa Ana city,2019,66145,298085.0,57428.0,22054.0,35374.0
Santa Ana city,2020,72406,297019.0,45554.0,15980.0,29574.0
Santa Ana city,2021,77283,274772.0,38254.0,13791.0,24463.0
Santa Clarita city,2014,83178,194518.0,19358.0,9705.0,9653.0
Santa Clarita city,2015,83554,197399.0,19726.0,9951.0,9775.0
Santa Clarita city,2016,85042,199841.0,19417.0,9446.0,9971.0
Santa Clarita city,2017,90544,197085.0,18713.0,8932.0,9781.0
Santa Clarita city,2018,94282,198821.0,18318.0,9100.0,9218.0
Santa Clarita city,2019,99666,196200.0,17463.0,8233.0,9230.0
Santa Clarita city,2020,100932,189548.0,19453.0,7533.0,11920.0
Santa Clarita city,2021,106166,137599.0,11557.0,5311.0,6246.0
Scottsdale city,2014,72455,205515.0,19800.0,10844.0,8812.0
Scottsdale city,2015,73288,208159.0,21833.0,11874.0,9819.0
Scottsdale city,2016,76543,215729.0,21862.0,12026.0,9836.0
Scottsdale city,2017,80306,220627.0,21767.0,11716.0,10051.0
Scottsdale city,2018,84601,228678.0,20541.0,10854.0,9687.0
Scottsdale city,2019,88213,234029.0,19415.0,9384.0,10031.0
Scottsdale city,2020,91042,239663.0,17693.0,9207.0,8486.0
Scottsdale city,2021,97409,192918.0,13645.0,7941.0,5704.0
Seattle city,2014,67365,536646.0,87158.0,44599.0,42559.0
Seattle city,2015,70594,553006.0,86416.0,45230.0,41186.0
Seattle city,2016,74458,570573.0,84978.0,44459.0,40519.0
Seattle city,2017,79565,591539.0,84162.0,42640.0,41522.0
Seattle city,2018,85562,613591.0,81990.0,41407.0,40583.0
Seattle city,2019,92263,632461.0,77856.0,39621.0,38235.0
Seattle city,2020,97185,648908.0,73599.0,36866.0,36733.0
Seattle city,2021,105391,362666.0,33391.0,15497.0,17894.0
Spokane city,2014,42814,181664.0,41117.0,18406.0,22711.0
Spokane city,2015,42386,180763.0,42456.0,19151.0,23305.0
Spokane city,2016,43274,181966.0,42028.0,19117.0,22911.0
Spokane city,2017,44768,183105.0,41274.0,18022.0,23252.0
Spokane city,2018,47822,187870.0,39849.0,17044.0,22805.0
Spokane city,2019,50306,191697.0,38252.0,16522.0,21730.0
Spokane city,2020,52600,190665.0,36297.0,16201.0,20096.0
Spokane city,2021,56977,136805.0,21268.0,9286.0,11982.0
St Louis city,2014,34800,223159.0,85714.0,43525.0,42189.0
St Louis city,2015,35599,224638.0,83416.0,42059.0,41357.0
St Louis city,2016,36809,224656.0,81916.0,41685.0,40231.0
St Louis city,2017,38664,229540.0,76472.0,37331.0,39141.0
St Louis city,2018,41107,229404.0,73172.0,35157.0,38015.0
St Louis city,2019,43896,234277.0,65412.0,31008.0,34404.0
St Louis city,2020,45782,235979.0,60598.0,27959.0,32639.0
St Paul city,2014,48258,218907.0,65065.0,27348.0,37717.0
St Paul city,2015,48757,223427.0,64032.0,26230.0,37802.0
St Paul city,2016,50820,227111.0,62405.0,25301.0,37104.0
St Paul city,2017,52841,233201.0,59796.0,24143.0,35653.0
St Paul city,2018,55085,236175.0,58763.0,24420.0,34343.0
St Paul city,2019,57876,240536.0,56079.0,25032.0,31047.0
St Paul city,2020,59717,244672.0,53518.0,22382.0,31136.0
St Petersburg city,2014,45483,207775.0,43257.0,20904.0,22353.0
St Petersburg city,2015,45748,209290.0,44254.0,21986.0,22268.0
St Petersburg city,2016,48183,213668.0,42867.0,22444.0,20423.0
St Petersburg city,2017,50622,217545.0,41926.0,20804.0,21122.0
St Petersburg city,2018,53816,222674.0,40093.0,20027.0,20066.0
St Petersburg city,2019,56982,229389.0,36724.0,17510.0,19214.0
St Petersburg city,2020,60798,235846.0,32078.0,15613.0,16465.0
Stockton city,2014,45347,234874.0,81323.0,32279.0,49044.0
Stockton city,2015,44797,238443.0,79610.0,32860.0,46750.0
Stockton city,2016,46033,244210.0,75931.0,32429.0,43502.0
Stockton city,2017,48396,251040.0,72883.0,31011.0,41872.0
Stockton city,2018,51318,258439.0,67212.0,28537.0,38675.0
Stockton city,2019,54614,269613.0,59434.0,25244.0,34190.0
Stockton city,2020,58393,270954.0,56093.0,24558.0,31535.0
Stockton city,2021,63916,173505.0,40584.0,17238.0,23346.0
Tampa city,2014,43740,281464.0,79683.0,37130.0,42553.0
Tampa city,2015,44185,287356.0,80093.0,37079.0,43014.0
Tampa city,2016,45874,294972.0,79306.0,35364.0,43942.0
Tampa city,2017,48245,303813.0,76575.0,34368.0,42207.0
Tampa city,2018,50909,311081.0,75859.0,34280.0,41579.0
Tampa city,2019,53833,326523.0,74001.0,33735.0,40266.0
Tampa city,2020,55634,336765.0,70804.0,33184.0,37620.0
Tampa city,2021,59893,241062.0,49314.0,22465.0,26849.0
Toledo city,2014,33485,206230.0,76654.0,37751.0,38903.0
Toledo city,2015,33687,204886.0,76776.0,36392.0,40384.0
Toledo city,2016,34548,204371.0,75438.0,35643.0,39795.0
Toledo city,2017,35808,206137.0,72295.0,33242.0,39053.0
Toledo city,2018,37100,207083.0,69747.0,32860.0,36887.0
Toledo city,2019,37752,206542.0,68765.0,32857.0,35908.0
Toledo city,2020,39155,204208.0,68688.0,34021.0,34667.0
Toledo city,2021,41671,99528.0,32910.0,15437.0,17473.0
Tucson city,2014,37149,416912.0,134013.0,63307.0,70706.0
Tucson city,2015,37149,417363.0,135849.0,62783.0,73066.0
Tucson city,2016,37973,418211.0,134734.0,62053.0,72681.0
Tucson city,2017,39617,422084.0,129213.0,60081.0,69132.0
Tucson city,2018,41625,428505.0,127508.0,57656.0,69852.0
Tucson city,2019,43425,436346.0,121827.0,55748.0,66079.0
Tucson city,2020,45227,444616.0,113366.0,53354.0,60012.0
Tucson city,2021,48058,323688.0,80091.0,38301.0,41790.0
Tulsa city,2014,41957,328090.0,79471.0,36550.0,42921.0
Tulsa city,2015,42284,330060.0,80666.0,37270.0,43396.0
Tulsa city,2016,43045,330862.0,81963.0,37601.0,44362.0
Tulsa city,2017,44577,334133.0,80882.0,36564.0,44318.0
Tulsa city,2018,46113,336876.0,79973.0,36151.0,43822.0
Tulsa city,2019,47650,339121.0,78883.0,36250.0,42633.0
Tulsa city,2020,49474,335537.0,74344.0,34627.0,39717.0
Tulsa city,2021,52438,251302.0,57596.0,27275.0,30321.0
Virginia Beach city,2014,67001,398247.0,36079.0,16914.0,19165.0
Virginia Beach city,2015,66634,400284.0,36267.0,17414.0,18853.0
Virginia Beach city,2016,67719,402284.0,35924.0,16819.0,19105.0
Virginia Beach city,2017,70500,403365.0,35276.0,17608.0,17668.0
Virginia Beach city,2018,74186,405488.0,33485.0,16604.0,16881.0
Virginia Beach city,2019,76610,407348.0,32183.0,15949.0,16234.0
Virginia Beach city,2020,78136,408936.0,31717.0,15813.0,15904.0
Virginia Beach city,2021,81810,320719.0,25091.0,12399.0,12692.0
Washington city,2014,69235,490242.0,109378.0,59892.0,49486.0
Washington city,2015,70848,502926.0,110365.0,59893.0,50472.0
Washington city,2016,72935,512894.0,112060.0,61318.0,50742.0
Washington city,2017,77649,527337.0,111025.0,59838.0,51187.0
Washington city,2018,82604,541415.0,109497.0,59892.0,49605.0
Washington city,2019,86420,552536.0,107140.0,59446.0,47694.0
Washington city,2020,90842,565698.0,103391.0,58140.0,45251.0
Washington city,2021,93547,350796.0,63702.0,34855.0,28847.0
Wichita city,2014,45907,318964.0,66752.0,26639.0,40113.0
Wichita city,2015,45947,319404.0,67069.0,27932.0,39137.0
Wichita city,2016,46775,320073.0,66750.0,28993.0,37757.0
Wichita city,2017,48982,321741.0,65729.0,30102.0,35627.0
Wichita city,2018,50867,325265.0,62780.0,28855.0,33925.0
Wichita city,2019,52620,325581.0,61990.0,28287.0,33703.0
Wichita city,2020,53466,327599.0,60317.0,27674.0,32643.0
Wichita city,2021,56374,250457.0,47662.0,21526.0,26136.0
Winston-Salem city,2014,40480,187352.0,55824.0,25322.0,30502.0
Winston-Salem city,2015,39882,187325.0,57995.0,26773.0,31222.0
Winston-Salem city,2016,40898,189644.0,57403.0,26770.0,30633.0
Winston-Salem city,2017,42219,192688.0,55500.0,25946.0,29554.0
Winston-Salem city,2018,44311,198202.0,52301.0,24679.0,27622.0
Winston-Salem city,2019,45750,201254.0,50287.0,23708.0,26579.0
Winston-Salem city,2020,47269,209281.0,47613.0,22028.0,25585.0
Winston-Salem city,2021,50204,185022.0,42192.0,19918.0,22274.0
