CensusBlockGroup,State,County,y_tile,x_tile,lng_c,lat_c,img_name
484530400004,TX,Travis County,107861,59921,-97.71034240722656,30.347398428846965,107861_59921
484530400004,TX,Travis County,107863,59925,-97.70484924316406,30.34502816060464,107863_59925
484530400004,TX,Travis County,107863,59924,-97.70622253417967,30.34502816060464,107863_59924
484530400004,TX,Travis County,107862,59922,-97.70896911621094,30.34621330190145,107862_59922
484530400004,TX,Travis County,107862,59925,-97.70484924316406,30.34621330190145,107862_59925
484530400004,TX,Travis County,107862,59924,-97.70622253417967,30.34621330190145,107862_59924
484530400004,TX,Travis County,107862,59923,-97.70759582519533,30.34621330190145,107862_59923
484530400004,TX,Travis County,107861,59924,-97.70622253417967,30.347398428846965,107861_59924
484530400004,TX,Travis County,107861,59925,-97.70484924316406,30.347398428846965,107861_59925
484530400004,TX,Travis County,107861,59922,-97.70896911621094,30.347398428846965,107861_59922
484530400004,TX,Travis County,107861,59923,-97.70759582519533,30.347398428846965,107861_59923
484530400004,TX,Travis County,107861,59926,-97.70347595214844,30.347398428846965,107861_59926
484530400004,TX,Travis County,107860,59924,-97.70622253417967,30.348583541440835,107860_59924
484530400004,TX,Travis County,107860,59922,-97.70896911621094,30.348583541440835,107860_59922
484530400004,TX,Travis County,107860,59923,-97.70759582519533,30.348583541440835,107860_59923
484530400004,TX,Travis County,107859,59922,-97.70896911621094,30.34976863968274,107859_59922
484530400004,TX,Travis County,107859,59923,-97.70759582519533,30.34976863968274,107859_59923
484530400004,TX,Travis County,107860,59921,-97.71034240722656,30.348583541440835,107860_59921
484530400004,TX,Travis County,107859,59921,-97.71034240722656,30.34976863968274,107859_59921
484530340001,TX,Travis County,107892,59776,-97.9094696044922,30.31065282167991,107892_59776
484530340001,TX,Travis County,107892,59777,-97.90809631347656,30.31065282167991,107892_59777
484530340001,TX,Travis County,107891,59778,-97.90672302246094,30.31183837901937,107891_59778
484530340001,TX,Travis County,107891,59776,-97.9094696044922,30.31183837901937,107891_59776
484530340001,TX,Travis County,107891,59777,-97.90809631347656,30.31183837901937,107891_59777
484530340001,TX,Travis County,107890,59768,-97.9204559326172,30.31302392201721,107890_59768
484530340001,TX,Travis County,107892,59775,-97.9108428955078,30.31065282167991,107892_59775
484530340001,TX,Travis County,107892,59774,-97.91221618652344,30.31065282167991,107892_59774
484530340001,TX,Travis County,107891,59774,-97.91221618652344,30.31183837901937,107891_59774
484530340001,TX,Travis County,107891,59775,-97.9108428955078,30.31183837901937,107891_59775
484530340001,TX,Travis County,107890,59775,-97.9108428955078,30.31302392201721,107890_59775
484530340001,TX,Travis County,107890,59774,-97.91221618652344,30.31302392201721,107890_59774
484530340001,TX,Travis County,107889,59774,-97.91221618652344,30.31420945067309,107889_59774
484530340001,TX,Travis County,107889,59775,-97.9108428955078,30.31420945067309,107889_59775
484530340001,TX,Travis County,107888,59774,-97.91221618652344,30.31539496498668,107888_59774
484530340001,TX,Travis County,107890,59776,-97.9094696044922,30.31302392201721,107890_59776
484530340001,TX,Travis County,107890,59777,-97.90809631347656,30.31302392201721,107890_59777
484530340001,TX,Travis County,107890,59778,-97.90672302246094,30.31302392201721,107890_59778
484530340001,TX,Travis County,107889,59777,-97.90809631347656,30.31420945067309,107889_59777
484530340001,TX,Travis County,107889,59776,-97.9094696044922,30.31420945067309,107889_59776
484530340001,TX,Travis County,107889,59778,-97.90672302246094,30.31420945067309,107889_59778
484530340001,TX,Travis County,107888,59776,-97.9094696044922,30.31539496498668,107888_59776
484530340001,TX,Travis County,107888,59779,-97.90534973144533,30.31539496498668,107888_59779
484530340001,TX,Travis County,107888,59778,-97.90672302246094,30.31539496498668,107888_59778
484530340001,TX,Travis County,107888,59777,-97.90809631347656,30.31539496498668,107888_59777
484530340001,TX,Travis County,107889,59768,-97.9204559326172,30.31420945067309,107889_59768
484530340001,TX,Travis County,107888,59767,-97.9218292236328,30.31539496498668,107888_59767
484530340001,TX,Travis County,107888,59780,-97.90397644042967,30.31539496498668,107888_59780
484530340001,TX,Travis County,107888,59781,-97.90260314941406,30.31539496498668,107888_59781
484530340001,TX,Travis County,107888,59782,-97.90122985839844,30.31539496498668,107888_59782
484530340001,TX,Travis County,107887,59783,-97.8998565673828,30.31658046495764,107887_59783
484530340001,TX,Travis County,107887,59780,-97.90397644042967,30.31658046495764,107887_59780
484530340001,TX,Travis County,107887,59782,-97.90122985839844,30.31658046495764,107887_59782
484530340001,TX,Travis County,107887,59781,-97.90260314941406,30.31658046495764,107887_59781
484530340001,TX,Travis County,107886,59781,-97.90260314941406,30.31776595058564,107886_59781
484530340001,TX,Travis County,107886,59779,-97.90534973144533,30.31776595058564,107886_59779
484530340001,TX,Travis County,107886,59780,-97.90397644042967,30.31776595058564,107886_59780
484530340001,TX,Travis County,107895,59781,-97.90260314941406,30.30709606361511,107895_59781
484530340001,TX,Travis County,107895,59782,-97.90122985839844,30.30709606361511,107895_59782
484530340001,TX,Travis County,107895,59785,-97.89710998535156,30.30709606361511,107895_59785
484530340001,TX,Travis County,107895,59784,-97.8984832763672,30.30709606361511,107895_59784
484530340001,TX,Travis County,107894,59786,-97.89573669433594,30.30828166397744,107894_59786
484530340001,TX,Travis County,107894,59785,-97.89710998535156,30.30828166397744,107894_59785
484530340001,TX,Travis County,107894,59784,-97.8984832763672,30.30828166397744,107894_59784
484530340001,TX,Travis County,107893,59786,-97.89573669433594,30.30946724999915,107893_59786
484530340001,TX,Travis County,107893,59784,-97.8984832763672,30.30946724999915,107893_59784
484530340001,TX,Travis County,107895,59783,-97.8998565673828,30.30709606361511,107895_59783
484530340001,TX,Travis County,107894,59782,-97.90122985839844,30.30828166397744,107894_59782
484530340001,TX,Travis County,107894,59781,-97.90260314941406,30.30828166397744,107894_59781
484530340001,TX,Travis County,107894,59780,-97.90397644042967,30.30828166397744,107894_59780
484530340001,TX,Travis County,107894,59783,-97.8998565673828,30.30828166397744,107894_59783
484530340001,TX,Travis County,107893,59782,-97.90122985839844,30.30946724999915,107893_59782
484530340001,TX,Travis County,107893,59783,-97.8998565673828,30.30946724999915,107893_59783
484530340001,TX,Travis County,107893,59781,-97.90260314941406,30.30946724999915,107893_59781
484530340001,TX,Travis County,107893,59780,-97.90397644042967,30.30946724999915,107893_59780
484530340001,TX,Travis County,107877,59789,-97.89161682128906,30.3284346757493,107877_59789
484530340001,TX,Travis County,107877,59788,-97.89299011230467,30.3284346757493,107877_59788
484530340001,TX,Travis County,107893,59785,-97.89710998535156,30.30946724999915,107893_59785
484530340001,TX,Travis County,107892,59784,-97.8984832763672,30.31065282167991,107892_59784
484530340001,TX,Travis County,107892,59786,-97.89573669433594,30.31065282167991,107892_59786
484530340001,TX,Travis County,107892,59785,-97.89710998535156,30.31065282167991,107892_59785
484530340001,TX,Travis County,107891,59785,-97.89710998535156,30.31183837901937,107891_59785
484530340001,TX,Travis County,107891,59784,-97.8984832763672,30.31183837901937,107891_59784
484530340001,TX,Travis County,107891,59786,-97.89573669433594,30.31183837901937,107891_59786
484530340001,TX,Travis County,107890,59785,-97.89710998535156,30.31302392201721,107890_59785
484530340001,TX,Travis County,107890,59786,-97.89573669433594,30.31302392201721,107890_59786
484530340001,TX,Travis County,107889,59786,-97.89573669433594,30.31420945067309,107889_59786
484530340001,TX,Travis County,107892,59780,-97.90397644042967,30.31065282167991,107892_59780
484530340001,TX,Travis County,107892,59781,-97.90260314941406,30.31065282167991,107892_59781
484530340001,TX,Travis County,107892,59782,-97.90122985839844,30.31065282167991,107892_59782
484530340001,TX,Travis County,107892,59783,-97.8998565673828,30.31065282167991,107892_59783
484530340001,TX,Travis County,107891,59782,-97.90122985839844,30.31183837901937,107891_59782
484530340001,TX,Travis County,107891,59783,-97.8998565673828,30.31183837901937,107891_59783
484530340001,TX,Travis County,107891,59781,-97.90260314941406,30.31183837901937,107891_59781
484530340001,TX,Travis County,107891,59780,-97.90397644042967,30.31183837901937,107891_59780
484530340001,TX,Travis County,107890,59783,-97.8998565673828,30.31302392201721,107890_59783
484530340001,TX,Travis County,107890,59780,-97.90397644042967,30.31302392201721,107890_59780
484530340001,TX,Travis County,107890,59782,-97.90122985839844,30.31302392201721,107890_59782
484530340001,TX,Travis County,107890,59784,-97.8984832763672,30.31302392201721,107890_59784
484530340001,TX,Travis County,107890,59781,-97.90260314941406,30.31302392201721,107890_59781
484530340001,TX,Travis County,107889,59779,-97.90534973144533,30.31420945067309,107889_59779
484530340001,TX,Travis County,107889,59782,-97.90122985839844,30.31420945067309,107889_59782
484530340001,TX,Travis County,107889,59781,-97.90260314941406,30.31420945067309,107889_59781
484530340001,TX,Travis County,107889,59784,-97.8984832763672,30.31420945067309,107889_59784
484530340001,TX,Travis County,107889,59783,-97.8998565673828,30.31420945067309,107889_59783
484530340001,TX,Travis County,107889,59780,-97.90397644042967,30.31420945067309,107889_59780
484530340001,TX,Travis County,107888,59783,-97.8998565673828,30.31539496498668,107888_59783
484530340001,TX,Travis County,107889,59785,-97.89710998535156,30.31420945067309,107889_59785
484530340001,TX,Travis County,107888,59785,-97.89710998535156,30.31539496498668,107888_59785
484530340001,TX,Travis County,107888,59784,-97.8984832763672,30.31539496498668,107888_59784
484530340001,TX,Travis County,107888,59786,-97.89573669433594,30.31539496498668,107888_59786
484530340001,TX,Travis County,107887,59786,-97.89573669433594,30.31658046495764,107887_59786
484530340001,TX,Travis County,107887,59784,-97.8984832763672,30.31658046495764,107887_59784
484530340001,TX,Travis County,107887,59785,-97.89710998535156,30.31658046495764,107887_59785
484530340001,TX,Travis County,107886,59786,-97.89573669433594,30.31776595058564,107886_59786
484530340001,TX,Travis County,107886,59785,-97.89710998535156,30.31776595058564,107886_59785
484530340001,TX,Travis County,107886,59784,-97.8984832763672,30.31776595058564,107886_59784
484530340001,TX,Travis County,107886,59783,-97.8998565673828,30.31776595058564,107886_59783
484530340001,TX,Travis County,107886,59782,-97.90122985839844,30.31776595058564,107886_59782
